StationID,ActivityStartDate,ActivityStartTime/Time,secchi_units,secchi,source
CL-089,6/3/2019,11:09:00 AM,m,1.25,DHEC
CW-174,7/2/2019,10:36:00 AM,m,1,DHEC
RL-19149,5/8/2019,10:50:00 AM,m,0.4,DHEC
CW-207,6/3/2019,12:08:00 PM,m,0.75,DHEC
CL-089,7/15/2019,10:31:00 AM,m,0.9,DHEC
LCR-05,7/9/2019,11:31:00 AM,m,0.9,DHEC
CW-033,10/22/2019,10:49:00 AM,m,0.5,DHEC
RL-19258,8/29/2019,2:40:00 AM,m,0.3,DHEC
CL-089,9/9/2019,10:33:00 AM,m,1.5,DHEC
LCR-01,7/25/2019,1:20:00 PM,m,0.6,DHEC
CW-057,10/15/2019,9:02:00 AM,m,0.7,DHEC
LCR-05F,8/20/2019,11:08:00 AM,m,0.65,DHEC
CW-057,12/10/2019,11:20:00 AM,m,1,DHEC
LCR-02,10/8/2019,11:34:00 AM,m,0.6,DHEC
LCR-05,8/20/2019,11:08:00 AM,m,0.65,DHEC
CW-016F,8/29/2019,11:42:00 AM,m,0.4,DHEC
CW-207B,10/8/2019,10:19:00 AM,m,0.75,DHEC
RL-19166,1/10/2019,12:45:00 PM,m,0.25,DHEC
CW-057,10/1/2019,9:28:00 AM,m,0.8,DHEC
CW-057,5/8/2019,3:08:00 PM,m,1.2,DHEC
RL-19254,8/15/2019,10:36:00 AM,m,0.4,DHEC
LCR-03,9/24/2019,1:13:00 PM,m,0.65,DHEC
CW-057F,8/20/2019,9:20:00 AM,m,0.82,DHEC
LCR-04,8/20/2019,10:32:00 AM,m,0.9,DHEC
CL-089,11/13/2019,10:54:00 AM,m,1,DHEC
RL-19254,3/27/2019,11:00:00 AM,m,0.6,DHEC
LCR-03,7/30/2019,1:43:00 PM,m,0.8,DHEC
LCR-01,8/20/2019,12:13:00 PM,m,0.53,DHEC
LCR-03,8/13/2019,2:26:00 PM,m,0.9,DHEC
CL-089,9/24/2019,9:45:00 AM,m,1.2,DHEC
RL-19258,5/8/2019,1:38:00 PM,m,0.6,DHEC
LCR-01,6/25/2019,2:00:00 PM,m,0.7,DHEC
CW-208,7/30/2019,2:58:00 PM,m,0.7,DHEC
RL-19254,2/21/2019,1:47:00 PM,m,0.4,DHEC
LCR-04,9/17/2019,11:48:00 AM,m,0.65,DHEC
CW-207B,7/15/2019,11:43:00 AM,m,1,DHEC
CW-174,10/22/2019,10:36:00 AM,m,0.7,DHEC
CW-231,8/15/2019,9:26:00 AM,m,0.6,DHEC
CW-057,9/17/2019,9:59:00 AM,m,0.85,DHEC
RL-19149,8/15/2019,10:45:00 AM,m,0.4,DHEC
RL-19258,7/2/2019,12:54:00 PM,m,1.5,DHEC
CW-016,5/8/2019,2:25:00 PM,m,0.9,DHEC
RL-19254,7/2/2019,11:22:00 AM,m,1.75,DHEC
LCR-04,7/25/2019,12:16:00 PM,m,0.8,DHEC
CW-016,12/10/2019,10:45:00 AM,m,1.5,DHEC
LCR-03,7/15/2019,2:30:00 PM,m,0.95,DHEC
LCR-02,7/30/2019,12:52:00 PM,m,0.5,DHEC
LCR-05,9/3/2019,10:34:00 AM,m,0.8,DHEC
RL-19258,2/21/2019,10:08:00 AM,m,0.3,DHEC
CW-208,10/8/2019,1:03:00 PM,m,0.6,DHEC
RL-19254,10/22/2019,11:14:00 AM,m,1,DHEC
CW-057,9/17/2019,1:50:00 PM,m,0.7,DHEC
CW-231,9/17/2019,9:36:00 AM,m,1,DHEC
CW-057,8/20/2019,9:20:00 AM,m,0.82,DHEC
CW-208,7/15/2019,3:51:00 PM,m,0.7,DHEC
RL-19166,11/13/2019,1:00:00 PM,m,0.75,DHEC
CW-033,5/8/2019,10:36:00 AM,m,0.3,DHEC
LCR-01,9/17/2019,12:31:00 PM,m,0.5,DHEC
CW-174,5/8/2019,10:19:00 AM,m,0.3,DHEC
CW-174,8/15/2019,10:06:00 AM,m,0.3,DHEC
CW-207,10/24/2019,11:25:00 AM,m,0.75,DHEC
LCR-02,8/27/2019,11:14:00 AM,m,0.44,DHEC
LCR-01,10/29/2019,11:04:00 AM,m,0.75,DHEC
LCR-02,8/13/2019,1:19:00 PM,m,0.6,DHEC
CW-231,7/2/2019,9:37:00 AM,m,1,DHEC
CW-033,2/21/2019,2:06:00 PM,m,0.4,DHEC
CW-207B,6/18/2019,12:05:00 PM,m,0.9,DHEC
CW-016F,12/10/2019,11:00:00 AM,m,0.8,DHEC
CW-207B,9/24/2019,10:45:00 AM,m,0.8,DHEC
RL-19149,12/10/2019,3:05:00 PM,m,1.1,DHEC
CW-016F,5/8/2019,2:47:00 PM,m,1,DHEC
LCR-05,7/25/2019,11:46:00 AM,m,0.4,DHEC
CW-016F,7/2/2019,2:04:00 PM,m,1.5,DHEC
CW-207,2/6/2019,12:06:00 PM,m,0.5,DHEC
RL-19149,9/17/2019,11:10:00 AM,m,0.9,DHEC
LCR-04,10/29/2019,10:02:00 AM,m,0.7,DHEC
RL-02319,12/2/2020,9:46:00 AM,m,0.3,DHEC
CW-207B,12/15/2020,11:08:00 AM,m,0.75,DHEC
CW-174,12/2/2020,9:37:00 AM,m,0.3,DHEC
CW-174,11/17/2020,9:46:00 AM,m,0.1,DHEC
CW-231,6/29/2020,12:38:00 PM,m,0.65,DHEC
CL-089,7/14/2020,10:03:00 AM,m,1,DHEC
RL-02319,3/25/2020,10:07:00 AM,m,0.4,DHEC
CW-231,4/22/2020,1:40:00 PM,m,0.5,DHEC
CW-207,2/19/2020,12:29:00 PM,m,0.25,DHEC
LCR-02,12/15/2020,11:55:00 AM,m,0.5,DHEC
LCR-02,6/2/2020,1:17:00 PM,m,0.35,DHEC
CW-207B,10/20/2020,11:12:00 AM,m,0.55,DHEC
CW-033,5/28/2020,10:56:00 AM,m,0.25,DHEC
CW-208,9/22/2020,12:03:00 PM,m,0.5,DHEC
LCR-03,7/27/2020,12:31:00 PM,m,0.8,DHEC
LCR-04,6/29/2020,8:54:00 AM,m,0.8,DHEC
LCR-02,7/27/2020,1:37:00 PM,m,0.5,DHEC
CW-033,7/14/2020,10:50:00 AM,m,1,DHEC
CW-208,3/18/2020,1:52:00 PM,m,0.75,DHEC
CL-089,2/19/2020,10:21:00 AM,m,0,DHEC
LCR-03,10/20/2020,11:42:00 AM,m,0.55,DHEC
LCR-03,1/16/2020,1:03:00 PM,m,0,DHEC
CL-089,3/18/2020,11:16:00 AM,m,0.5,DHEC
LCR-02,7/13/2020,1:04:00 PM,m,0.5,DHEC
CW-207B,5/12/2020,12:02:00 PM,m,0.25,DHEC
LCR-02,10/27/2020,12:05:00 PM,m,0.5,DHEC
LCR-02,7/14/2020,12:40:00 PM,m,0.5,DHEC
CW-231,9/22/2020,1:04:00 PM,m,0.45,DHEC
CW-207,5/12/2020,11:52:00 AM,m,0.25,DHEC
LCR-03,6/16/2020,11:48:00 AM,m,0.6,DHEC
CW-174,10/12/2020,11:05:00 AM,m,0.25,DHEC
CW-231,7/14/2020,1:05:00 PM,m,1,DHEC
CW-231,10/20/2020,1:06:00 PM,m,0.55,DHEC
CW-231,7/13/2020,1:38:00 PM,m,0.45,DHEC
CW-207B,1/16/2020,12:46:00 PM,m,0,DHEC
RL-02319,11/17/2020,9:54:00 AM,m,0.1,DHEC
CW-231,7/27/2020,2:13:00 PM,m,0.45,DHEC
CW-231,9/8/2020,1:33:00 PM,m,0.6,DHEC
LCR-03,10/5/2020,11:55:00 AM,m,0.5,DHEC
RL-02319,4/9/2020,10:13:00 AM,m,1.75,DHEC
RL-19149,6/25/2020,1:27:00 PM,m,0.4,DHEC
RL-20198,2/19/2020,10:40:00 AM,m,0.25,DHEC
CW-033,12/2/2020,9:54:00 AM,m,0.2,DHEC
CW-231,10/5/2020,1:13:00 PM,m,0.4,DHEC
CW-208,8/10/2020,11:44:00 AM,m,0.7,DHEC
CW-016F,7/14/2020,12:16:00 PM,m,1.25,DHEC
LCR-04,10/12/2020,1:03:00 PM,m,0.9,DHEC
CW-033,6/25/2020,1:15:00 PM,m,0.4,DHEC
CW-208,7/13/2020,12:29:00 PM,m,0.45,DHEC
RL-19149,3/25/2020,10:32:00 AM,m,1.5,DHEC
LCR-04,11/17/2020,11:44:00 AM,m,0.1,DHEC
LCR-03,2/19/2020,12:52:00 PM,m,0.5,DHEC
CW-207B,10/5/2020,11:27:00 AM,m,0.6,DHEC
CW-207B,6/29/2020,10:23:00 AM,m,0.9,DHEC
CW-174,5/28/2020,10:23:00 AM,m,0.25,DHEC
CW-016F,12/2/2020,11:22:00 AM,m,0.7,DHEC
CW-016F,5/27/2020,11:05:00 AM,m,0.5,DHEC
RL-19149,11/17/2020,10:17:00 AM,m,0.1,DHEC
CW-057,4/9/2020,12:22:00 PM,m,2,DHEC
CW-016,4/9/2020,11:35:00 AM,m,2,DHEC
CW-033,4/9/2020,10:23:00 AM,m,2,DHEC
LCR-03,6/29/2020,11:02:00 AM,m,0.7,DHEC
RL-20198,4/22/2020,10:20:00 AM,m,0.5,DHEC
CW-207B,9/22/2020,11:12:00 AM,m,0.5,DHEC
CW-016F,10/12/2020,12:53:00 PM,m,0.05,DHEC
CW-033,11/17/2020,10:10:00 AM,m,0.1,DHEC
CW-057,3/25/2020,1:58:00 PM,m,2,DHEC
LCR-03,9/8/2020,12:02:00 PM,m,0.6,DHEC
CW-207B,4/22/2020,11:37:00 AM,m,0.25,DHEC
LCR-04,7/14/2020,12:27:00 PM,m,1,DHEC
CW-208,10/20/2020,12:08:00 PM,m,0.65,DHEC
CW-208,10/27/2020,11:46:00 AM,m,0.75,DHEC
LCR-03,10/27/2020,11:34:00 AM,m,0.5,DHEC
RL-02319,5/28/2020,10:46:00 AM,m,0.25,DHEC
RL-20198,5/12/2020,10:47:00 AM,m,0.5,DHEC
CW-033,9/14/2020,10:57:00 AM,m,0.5,DHEC
CL-089,10/27/2020,9:46:00 AM,m,1,DHEC
CW-057,12/2/2020,11:42:00 AM,m,0.2,DHEC
LCR-04,8/10/2020,9:23:00 AM,m,0.75,DHEC
CW-208,9/8/2020,12:28:00 PM,m,0.7,DHEC
LCR-04,9/8/2020,9:47:00 AM,m,0.5,DHEC
CW-174,3/25/2020,9:52:00 AM,m,1,DHEC
CW-057,11/17/2020,11:51:00 AM,m,0.1,DHEC
LCR-02,3/18/2020,2:13:00 PM,m,0.5,DHEC
CW-231,6/16/2020,1:20:00 PM,m,0.6,DHEC
CW-016F,3/25/2020,1:24:00 PM,m,1.5,DHEC
CW-208,6/16/2020,12:13:00 PM,m,0.7,DHEC
LCR-02,10/5/2020,12:47:00 PM,m,0.5,DHEC
CW-207,10/27/2020,11:16:00 AM,m,0.75,DHEC
RL-19149,5/28/2020,11:10:00 AM,m,0.4,DHEC
CW-208,2/19/2020,1:04:00 PM,m,0.25,DHEC
LCR-04,5/27/2020,11:28:00 AM,m,0.5,DHEC
LCR-03,3/18/2020,1:42:00 PM,m,0.5,DHEC
CW-016F,4/9/2020,11:54:00 AM,m,1.75,DHEC
CW-208,4/22/2020,12:56:00 PM,m,0.25,DHEC
LCR-03,5/12/2020,1:06:00 PM,m,0.25,DHEC
CW-207B,7/27/2020,11:57:00 AM,m,1.05,DHEC
LCR-02,9/8/2020,1:03:00 PM,m,0.6,DHEC
CW-207,4/22/2020,11:31:00 AM,m,0.25,DHEC
LCR-03,7/14/2020,12:11:00 PM,m,1,DHEC
CW-207B,6/2/2020,11:28:00 AM,m,0.4,DHEC
CW-208,7/27/2020,12:57:00 PM,m,0.8,DHEC
CW-207B,2/19/2020,12:35:00 PM,m,0,DHEC
CW-207B,6/16/2020,11:12:00 AM,m,0.75,DHEC
RL-19149,4/9/2020,10:45:00 AM,m,1.5,DHEC
CW-207,1/16/2020,12:38:00 PM,m,0,DHEC
CL-089,5/12/2020,10:34:00 AM,m,0.25,DHEC
CL-089,4/22/2020,10:07:00 AM,m,0.5,DHEC
CW-231,6/2/2020,1:56:00 PM,m,0.35,DHEC
CW-033,3/25/2020,10:20:00 AM,m,0.6,DHEC
LCR-02,9/22/2020,12:35:00 PM,m,0.4,DHEC
LCR-04,10/20/2020,9:08:00 AM,m,0.55,DHEC
CW-208,6/29/2020,11:29:00 AM,m,0.7,DHEC
LCR-03,7/13/2020,11:49:00 AM,m,0.85,DHEC
LCR-02,8/10/2020,12:22:00 PM,m,0.65,DHEC
CW-174,6/25/2020,12:50:00 PM,m,0.4,DHEC
CW-208,10/5/2020,12:17:00 PM,m,0.5,DHEC
LCR-03,9/22/2020,11:40:00 AM,m,0.4,DHEC
CW-207B,9/8/2020,11:33:00 AM,m,0.7,DHEC
LCR-02,6/29/2020,12:06:00 PM,m,0.65,DHEC
CW-057,5/27/2020,11:40:00 AM,m,0.5,DHEC
LCR-04,10/5/2020,9:40:00 AM,m,0.5,DHEC
CW-231,5/12/2020,1:57:00 PM,m,0.5,DHEC
CW-208,7/14/2020,12:20:00 PM,m,1,DHEC
RL-02319,9/14/2020,10:50:00 AM,m,0.5,DHEC
RL-19149,10/12/2020,11:44:00 AM,m,0.1,DHEC
RL-20198,7/14/2020,10:19:00 AM,m,1,DHEC
RL-19149,7/14/2020,12:36:00 PM,m,1.25,DHEC
CW-231,8/10/2020,12:53:00 PM,m,0.6,DHEC
CW-207,3/18/2020,12:42:00 PM,m,0.75,DHEC
RL-02319,10/12/2020,11:17:00 AM,m,0.25,DHEC
CW-207B,7/13/2020,10:59:00 AM,m,1,DHEC
LCR-03,8/10/2020,11:21:00 AM,m,0.8,DHEC
RL-19149,9/14/2020,11:03:00 AM,m,0.7,DHEC
LCR-04,3/25/2020,1:44:00 PM,m,2,DHEC
CW-057,7/14/2020,10:57:00 AM,m,1,DHEC
CW-207B,8/10/2020,10:50:00 AM,m,0.95,DHEC
CW-174,7/14/2020,10:32:00 AM,m,1,DHEC
CW-174,9/14/2020,10:43:00 AM,m,0.5,DHEC
LCR-04,4/9/2020,12:09:00 PM,m,1.75,DHEC
CW-207B,3/18/2020,12:50:00 PM,m,0.5,DHEC
CW-208,12/15/2020,11:33:00 AM,m,0.75,DHEC
LCR-04,7/27/2020,10:20:00 AM,m,0.6,DHEC
LCR-02,6/16/2020,12:53:00 PM,m,0.7,DHEC
CW-231,10/27/2020,12:18:00 PM,m,0.25,DHEC
LCR-03,4/22/2020,12:48:00 PM,m,0.25,DHEC
RL-02319,7/14/2020,10:42:00 AM,m,0.5,DHEC
LCR-04,9/22/2020,9:14:00 AM,m,0.45,DHEC
LCR-02,2/19/2020,1:27:00 PM,m,0.25,DHEC
LCR-02,10/20/2020,12:39:00 PM,m,0.5,DHEC
LCR-04,6/2/2020,9:54:00 AM,m,0.4,DHEC
CW-208,5/12/2020,1:17:00 PM,m,0.5,DHEC
CW-207B,7/14/2020,11:26:00 AM,m,1,DHEC
RL-19149,12/2/2020,10:00:00 AM,m,0.25,DHEC
RL-20198,3/18/2020,11:36:00 AM,m,1,DHEC
RL-02319,6/25/2020,1:05:00 PM,m,0.4,DHEC
LCR-03,12/15/2020,11:25:00 AM,m,0.5,DHEC
CW-207B,10/27/2020,11:21:00 AM,m,0.75,DHEC
RL-20198,1/16/2020,10:40:00 AM,m,0.5,DHEC
CW-207,7/14/2020,11:20:00 AM,m,1,DHEC
CW-208,1/16/2020,12:21:00 PM,m,0.25,DHEC
CL-089,1/16/2020,10:50:00 AM,m,0.25,DHEC
LCR-04,7/13/2020,9:20:00 AM,m,0.9,DHEC
CW-231,12/15/2020,12:09:00 PM,m,0.5,DHEC
LCR-04,6/16/2020,9:28:00 AM,m,0.45,DHEC
RL-20198,10/27/2020,10:09:00 AM,m,1,DHEC
LCR-02,1/16/2020,1:39:00 PM,m,0,DHEC
LCR-03,6/2/2020,12:02:00 PM,m,0.4,DHEC
LCR-02,5/12/2020,1:41:00 PM,m,0.25,DHEC
LCR-02,4/22/2020,1:20:00 PM,m,0.25,DHEC
CW-016F,11/17/2020,11:30:00 AM,m,0.1,DHEC
CW-057,10/12/2020,1:10:00 PM,m,0.2,DHEC
LCR-04,12/2/2020,11:35:00 AM,m,0.4,DHEC
CW-033,10/12/2020,11:35:00 AM,m,0.25,DHEC
CW-208,6/2/2020,12:36:00 PM,m,0.6,DHEC
LCR-03,3/9/2021,11:49:00 AM,m,0.4,DHEC
CW-033,7/22/2021,12:43:00 PM,m,0.8,DHEC
CW-057,10/18/2021,3:40:00 PM,m,0.7,DHEC
LCR-04,4/19/2021,12:56:00 PM,m,0.7,DHEC
RL-21277,2/9/2021,10:21:00 AM,m,0.75,DHEC
CL-089,3/9/2021,10:20:00 AM,m,0.15,DHEC
CW-207B,2/16/2021,11:57:00 AM,m,0.25,DHEC
RL-21277,7/22/2021,12:21:00 PM,m,0.7,DHEC
RL-21210,7/22/2021,10:37:00 AM,m,0.4,DHEC
RL-21210,12/16/2021,1:02:00 PM,m,0.7,DHEC
LCR-02,6/29/2021,12:05:00 PM,m,0.4,DHEC
LCR-04,1/14/2021,2:15:00 PM,m,0.5,DHEC
CW-174,12/16/2021,10:46:00 AM,m,1.1,DHEC
CW-033,1/14/2021,11:47:00 AM,m,0.5,DHEC
RL-21210,3/10/2021,1:02:00 PM,m,0.5,DHEC
CW-033,3/10/2021,10:37:00 AM,m,0.7,DHEC
CL-089,5/19/2021,11:03:00 AM,m,1,DHEC
CW-207,9/15/2021,11:42:00 AM,m,0.8,DHEC
RL-21210,6/17/2021,12:00:00 PM,m,0.9,DHEC
CW-016F,5/13/2021,12:25:00 PM,m,1,DHEC
CW-208,10/14/2021,11:35:00 AM,m,0.3,DHEC
LCR-04,8/24/2021,12:51:00 PM,m,0.5,DHEC
LCR-03,6/29/2021,11:29:00 AM,m,0.6,DHEC
RL-21218,12/7/2021,10:30:00 AM,m,1.1,DHEC
CW-057,9/14/2021,10:51:00 AM,m,0.8,DHEC
RL-21226,1/14/2021,1:55:00 PM,m,0.9,DHEC
CW-208,6/29/2021,11:47:00 AM,m,0.6,DHEC
CW-016F,1/14/2021,1:30:00 PM,m,0.8,DHEC
RL-21277,8/24/2021,10:31:00 AM,m,0.25,DHEC
CW-208,12/7/2021,11:27:00 AM,m,0.7,DHEC
RL-21218,3/9/2021,11:31:00 AM,m,0.25,DHEC
CW-033,8/24/2021,10:52:00 AM,m,0.6,DHEC
RL-21210,1/14/2021,1:45:00 PM,m,0.9,DHEC
CW-231,5/13/2021,10:05:00 AM,m,0.7,DHEC
LCR-03,4/28/2021,1:17:00 PM,m,0.4,DHEC
LCR-04,9/14/2021,10:42:00 AM,m,0.5,DHEC
CL-089,6/29/2021,10:33:00 AM,m,1.2,DHEC
CW-208,2/24/2021,10:44:00 AM,m,0.1,DHEC
LCR-03,9/15/2021,11:57:00 AM,m,0.6,DHEC
CW-057,8/24/2021,1:02:00 PM,m,0.6,DHEC
CW-033,4/19/2021,11:00:00 AM,m,0.6,DHEC
CL-089,9/15/2021,10:54:00 AM,m,1.1,DHEC
LCR-04,6/17/2021,12:25:00 PM,m,0.95,DHEC
RL-21210,10/18/2021,3:19:00 PM,m,0.7,DHEC
RL-21218,2/16/2021,11:34:00 AM,m,0.25,DHEC
LCR-04,7/22/2021,11:03:00 AM,m,0.9,DHEC
LCR-02,3/9/2021,12:31:00 PM,m,0.4,DHEC
CW-207,5/19/2021,12:00:00 PM,m,0.9,DHEC
RL-21218,4/28/2021,11:52:00 AM,m,0.5,DHEC
CW-016F,10/18/2021,2:59:00 PM,m,0.7,DHEC
CW-207,6/29/2021,11:14:00 AM,m,1,DHEC
RL-21226,5/13/2021,12:42:00 PM,m,0.9,DHEC
LCR-03,12/7/2021,11:16:00 AM,m,0.7,DHEC
CW-207,4/28/2021,11:31:00 AM,m,0.4,DHEC
CW-033,5/13/2021,10:56:00 AM,m,0.7,DHEC
CW-057,3/10/2021,1:43:00 PM,m,0.7,DHEC
RL-21210,8/24/2021,12:25:00 PM,m,0.5,DHEC
RL-21277,5/13/2021,10:36:00 AM,m,0.7,DHEC
RL-21218,10/14/2021,10:52:00 AM,m,0.8,DHEC
CW-016F,4/19/2021,12:30:00 PM,m,1,DHEC
RL-21277,10/14/2021,12:31:00 PM,m,0.5,DHEC
CW-174,3/10/2021,10:27:00 AM,m,0.6,DHEC
LCR-04,5/13/2021,12:56:00 PM,m,0.75,DHEC
CW-207,2/16/2021,11:46:00 AM,m,0.25,DHEC
LCR-04,12/16/2021,1:16:00 PM,m,1,DHEC
RL-21218,5/19/2021,11:32:00 AM,m,0.9,DHEC
RL-21277,4/19/2021,10:48:00 AM,m,0.6,DHEC
CW-016F,7/22/2021,10:30:00 AM,m,0.6,DHEC
CW-174,5/13/2021,10:45:00 AM,m,0.75,DHEC
RL-21277,12/16/2021,10:54:00 AM,m,1,DHEC
RL-21218,9/15/2021,11:18:00 AM,m,1,DHEC
LCR-04,10/18/2021,3:33:00 PM,m,0.7,DHEC
CW-174,4/19/2021,10:35:00 AM,m,0.5,DHEC
CW-174,7/22/2021,12:30:00 PM,m,0.8,DHEC
LCR-02,10/14/2021,11:52:00 AM,m,0.3,DHEC
CW-033,2/9/2021,11:03:00 AM,m,0.45,DHEC
CW-033,10/14/2021,12:40:00 PM,m,0.7,DHEC
RL-21210,4/19/2021,12:35:00 PM,m,0.9,DHEC
LCR-03,10/14/2021,11:24:00 AM,m,0.4,DHEC
CW-207B,10/14/2021,11:02:00 AM,m,0.5,DHEC
RL-21226,9/14/2021,10:29:00 AM,m,0.3,DHEC
CW-016F,3/10/2021,12:52:00 PM,m,0.7,DHEC
RL-21277,1/14/2021,11:20:00 AM,m,0.5,DHEC
CW-174,10/14/2021,12:19:00 PM,m,0.5,DHEC
CW-174,2/9/2021,10:35:00 AM,m,0.25,DHEC
RL-21210,9/14/2021,10:18:00 AM,m,0.4,DHEC
